NOM_ABREV_ORGAO;SGL_UF;NOM_LOCALIDADE;COD_TIPO_AUTOR;UO__Cod_;NOM_ABREV_UNID_ORCA;COD_AUTOR;COD_EMENDA;NOM_AUTOR;SGL_PARTIDO;FUNCPROG;SALDO;UF_AUTOR;Título;200;270;410;420;510
M. da Educação;SP;Lorena;01;26298;FNDE;3349;33490008;Salvador Zimbaldi;PTB;12.361.1376.0E01.0052;100000;SP;Apoio ao Desenvolvimento do Ensino Fundamental - Colégio São Joaquim - Lorena-SP;100000;100000;100000;0;0
M. da Educação;SP;Mira Estrela;01;26298;FNDE;1837;18370002;Osório Adriano;PFL;12.361.1376.0E02.0024;130000;SP;Apoio à Aquisição de Veículos Escolares para o Ensino Fundamental - Mira Estrela-SP;130000;130000;0;0;0
M. da Educação;SP;Miracatu;01;26101;M. da Educação;1416;14160009;Delfim Netto;PP;12.363.1062.6380.0062;50000;SP;Fomento ao Desenvolvimento da Educação Profissional - Miracatu-SP;50000;50000;0;0;0
M. da Educação;SP;Pereira Barreto;01;26298;FNDE;1531;15310002;Devanir Ribeiro;PT;12.361.1376.0E02.0016;150000;SP;Apoio à Aquisição de Veículos Escolares para o Ensino Fundamental - Pereira Barreto-SP;150000;150000;0;0;0
M. da Educação;SP;Presidente Venceslau;01;26298;FNDE;3274;32740012;Luciano Zica;PT;12.361.1376.0E01.0086;80000;SP;Apoio ao Desenvolvimento do Ensino Fundamental - Reforma e Adequação de Salas de Aula em Escolas - Presidente Venceslau - SP (Bairro do Jardim Eldorado);80000;80000;80000;0;0
M. da Educação;SP;Queluz;01;26298;FNDE;1605;16050008;Marcelo Ortiz;PV;12.361.1376.0E02.0020;80000;SP;Apoio à Aquisição de Veículos Escolares para o Ensino Fundamental - Queluz-SP;80000;80000;0;0;0
M. da Educação;SP;Redenção da Serra;01;26298;FNDE;1605;16050009;Marcelo Ortiz;PV;12.361.1376.0E02.0022;80000;SP;Apoio à Aquisição de Veículos Escolares para o Ensino Fundamental - Redenção da Serra-SP;80000;80000;0;0;0
M. da Educação;SP;Ribeirão Corrente;01;26298;FNDE;9043;90430013;Orlando Fantazzini;PT;12.367.1374.09FD.0018;60000;SP;Apoio à Aquisição de Veículos Escolares para a Educação Especial - Ribeirão Corrente-SP;60000;60000;0;0;0
M. da Educação;SP;Sales Oliveira;01;26298;FNDE;3608;36080016;João Paulo Cunha;PT;12.365.1065.09HJ.0028;150000;SP;Apoio à Reestruturação da Rede Física Pública de Educação Infantil - Reforma de Escola (EMEI Waldir Turim) - Sales Oliveira - SP;150000;150000;0;0;0
M. da Educação;SP;São Carlos;01;26101;M. da Educação;1599;15990007;Lobbe Neto;PSDB;12.363.1062.6380.0064;35000;SP;Fomento ao Desenvolvimento da Educação Profissional - Escola Técnica Estadual Paulino Botelho - São Carlos-SP;35000;35000;0;0;0
M. da Educação;SP;São Carlos;01;26280;Fund. Univ. Fed. de São Carlos;1578;15780002;Ildeu Araújo;PP;12.364.1073.6368.0130;100000;SP;Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Aquisição de Equipamentos Computacionais - São Carlos - SP;100000;100000;100000;0;0
M. da Educação;SP;São Carlos;01;26280;Fund. Univ. Fed. de São Carlos;1599;15990014;Lobbe Neto;PSDB;12.364.1073.6373.0070;100000;SP;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Construção de Infra-Estrutura Física para o Núcleo de Formação de Professores - São Carlos - SP;100000;100000;100000;0;0
M. da Educação;SP;São Carlos;01;26280;Fund. Univ. Fed. de São Carlos;3611;36110017;Luiza Erundina;PSB;12.364.1073.6373.0198;200000;SP;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Eliminação de Barreiras Arquitetônicas na Universidade Federal de São Carlos - São Carlos-SP;200000;200000;0;0;0
M. da Educação;SP;Sao Paulo;01;26101;M. da Educação;1106;11060002;Mariangela Duarte;PT;12.364.1073.0048.0270;300000;SP;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Estado de São Paulo;300000;300000;0;0;0
M. da Educação;SP;Sao Paulo;01;26101;M. da Educação;1106;11060020;Mariangela Duarte;PT;12.364.1073.6373.0194;650000;SP;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Estado de São Paulo;650000;650000;0;0;0
M. da Educação;SP;Sao Paulo;01;26262;UFSP;3228;32280015;Ivan Valente;PT;12.364.1073.6373.0182;200000;SP;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Escola Paulista de Medicina - Estado de São Paulo;200000;200000;200000;157087,05;157087,05
M. da Educação;SP;Sao Paulo;01;26262;UFSP;3364;33640002;Telma de Souza;PT;12.364.1073.6373.0172;500000;SP;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Campus da Baixada Santista - Estado de São Paulo;500000;500000;54350;0;0
M. da Educação;SP;Sao Paulo;01;26262;UFSP;3604;36040003;Dr. Evilásio;PSB;12.364.1073.4009.0002;50000;SP;Funcionamento de Cursos de Graduação - Apoio à Manutenção do Núcleo de Administração em Saúde - Estado de São Paulo;50000;50000;50000;0;0
M. da Educação;SP;Sao Paulo;01;26280;Fund. Univ. Fed. de São Carlos;1416;14160019;Delfim Netto;PP;12.364.1073.4008.0035;100000;SP;Acervo Bibliográfico destinado às Instituições Federais de Ensino Superior e Hospitais de Ensino - No Estado de São Paulo;268500;268500;188759,31;77694,98;77151,39
M. da Educação;SP;Sao Paulo;01;26280;Fund. Univ. Fed. de São Carlos;3606;36060002;Iara Bernardi;PT;12.364.1073.1E23.0002;1200000;SP;Implantação de Campus da Universidade Federal de São Carlos - Estado de São Paulo;1200000;1200000;0;0;0
M. da Educação;SP;Sao Paulo;01;26298;FNDE;1524;15240003;Amauri  Gasques;PL;12.361.1376.0E02.0062;80000;SP;Apoio à Aquisição de Veículos Escolares para o Ensino Fundamental - No Estado de São Paulo;80000;80000;0;0;0
M. da Educação;SP;Sao Paulo;01;26298;FNDE;2063;20630003;Zarattini;PT;12.367.1374.09EG.0010;100000;SP;Apoio à Distribuição de Equipamentos para a Educação Especial - Estado de São Paulo;100000;100000;99000;0;0
M. da Educação;SP;Sao Paulo;01;26298;FNDE;2063;20630004;Zarattini;PT;12.362.1378.0962.0022;100000;SP;Apoio ao Desenvolvimento do Ensino Médio - Apoio ao Desenvolvimento do Ensino Médio - Estado de São Paulo;100000;100000;99000;0;0
M. da Educação;SP;Sao Paulo;01;26298;FNDE;3228;32280002;Ivan Valente;PT;12.366.1060.0507.0056;100000;SP;Apoio a Projetos Especiais para Oferta de Educação Básica a Jovens e Adultos - Estado de São Paulo;100000;100000;0;0;0
M. da Educação;SP;Sao Paulo;01;26298;FNDE;3614;36140007;Milton Monti;PL;12.361.1376.0E02.0064;160000;SP;Apoio à Aquisição de Veículos Escolares para o Ensino Fundamental - Em Municípios do Estado de São Paulo;160000;160000;0;0;0
M. da Educação;SP;Sao Paulo;08;26101;M. da Educação;7125;71250012;Bancada de Sao Paulo;S/PARTIDO;12.364.1073.6373.0132;9512800;SP;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Recuperação e Ampliação das Instalações e Equipamento das Universidades Federais - Estado de Sao Paulo;9512800;9512800;0;0;0
M. da Educação;SP;Sao Paulo;08;26101;M. da Educação;7125;71250022;Bancada de Sao Paulo;S/PARTIDO;12.364.1073.0048.0368;5188800;SP;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Apoio a Universidades Estaduais do Estado de São Paulo;5188800;5188800;0;0;0
M. da Educação;SP;Sao Paulo;11;26298;FNDE;8100;81000035;Relator Geral;S/PARTIDO;12.306.1061.0513.0035;49019714;SP;Apoio à Alimentação Escolar na Educação Básica - No Estado de São Paulo;168137346;187538346;187538346;187538346;187538346
M. da Educação;SP;São Paulo;01;26101;M. da Educação;1410;14100018;Arnaldo Faria de Sá;PTB;12.302.1073.6379.0026;500000;SP;Complementação para o Funcionamento dos Hospitais de Ensino Federais - Hospital São Paulo - UFSP - Escola Paulista de Medicina - São Paulo - SP;500000;500000;0;0;0
M. da Educação;SP;São Paulo;01;26101;M. da Educação;1416;14160006;Delfim Netto;PP;12.364.1073.0048.0296;150000;SP;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Faculdade de Economia e Administração da Universidade de São Paulo (FEA/USP) - São Paulo - SP;150000;150000;0;0;0
M. da Educação;SP;São Paulo;01;26101;M. da Educação;1535;15350004;Dr. Pinotti;PFL;12.364.1073.0048.0298;300000;SP;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - São Paulo - SP (Fund. Fac. de Med. da USP - PROJETO PAISM);300000;300000;0;0;0
M. da Educação;SP;São Paulo;01;26101;M. da Educação;3611;36110020;Luiza Erundina;PSB;12.302.1073.6379.0022;300000;SP;Complementação para o Funcionamento dos Hospitais de Ensino Federais - Hospital Escola - Departamento de Oftalmologia - UNIFESP - São Paulo - SP;300000;300000;0;0;0
M. da Educação;SP;São Paulo;01;26262;UFSP;1416;14160018;Delfim Netto;PP;12.364.1073.6368.0112;100000;SP;Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Unidade de Urologia do Hospital São Paulo da Escola Paulista de Medicina - São Paulo - SP;100000;100000;0;0;0
M. da Educação;SP;São Paulo;01;26298;FNDE;3605;36050014;Gilberto Kassab;PFL;12.361.1376.0E01.0068;400000;SP;Apoio ao Desenvolvimento do Ensino Fundamental - Liceu Pasteur - São Paulo-SP;400000;400000;0;0;0
M. da Educação;SP;Taboão da Serra;01;26101;M. da Educação;3604;36040006;Dr. Evilásio;PSB;12.363.1062.6380.0086;250000;SP;Fomento ao Desenvolvimento da Educação Profissional - Taboão da Serra-SP;250000;250000;0;0;0
M. da Educação;SP;Taboão da Serra;01;26298;FNDE;1568;15680018;Gilberto Nascimento;PMDB;12.362.1378.0962.0028;350000;SP;Apoio ao Desenvolvimento do Ensino Médio - Taboão da Serra-SP;350000;350000;0;0;0
M. da Educação;SP;Taboão da Serra;01;26298;FNDE;1580;15800014;Jamil Murad;PC DO B;12.365.1065.09HJ.0038;250000;SP;Apoio à Reestruturação da Rede Física Pública de Educação Infantil - Construção de Centro de Educação Infantil - Taboão da Serra-SP;250000;250000;250000;0;0
M. da Educação;SP;Tremembé;01;26298;FNDE;3605;36050005;Gilberto Kassab;PFL;12.367.1374.0511.0092;30000;SP;APOIO AO DESENVOLVIMENTO DA EDUCAÇÃO ESPECIAL - Assistência Financeira para a Manutenção do CEEP - Tremembé-SP;30000;30000;0;0;0
M. da Educação;SP;Várzea Paulista;01;26298;FNDE;3228;32280005;Ivan Valente;PT;12.365.1065.09HJ.0026;250000;SP;Apoio à Reestruturação da Rede Física Pública de Educação Infantil - Várzea Paulista - SP (Jardim Promeca);250000;250000;0;0;0
M. da Educação;TO;Aliança do Tocantins;01;26298;FNDE;1640;16400001;Osvaldo Reis;PMDB;12.367.1374.09EG.0004;30000;TO;Apoio à Distribuição de Equipamentos para a Educação Especial - APAE de Aliança do Tocantins - TO;30000;30000;29700;0;0
M. da Educação;TO;Miranorte;01;26298;FNDE;1640;16400002;Osvaldo Reis;PMDB;12.367.1374.09FD.0020;30000;TO;Apoio à Aquisição de Veículos Escolares para a Educação Especial - APAE de Miranorte-TO;30000;30000;30000;0;0
M. da Educação;TO;Palmas;02;26223;ETF - Palmas/TO;2323;23230005;Eduardo Siqueira Campos;PSDB;12.363.1062.6374.0056;50000;TO;Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - Modernização, Recuperação de Infra-Estrutura Física e aquisição de equipamento - Palmas - TO;50000;50000;50000;0;0
M. da Educação;TO;Tocantins;01;26101;M. da Educação;1201;12010011;Eduardo Gomes;PSDB;12.364.1073.6373.0017;200000;TO;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado de Tocantins;200000;200000;0;0;0
M. da Educação;TO;Tocantins;01;26223;ETF - Palmas/TO;1201;12010004;Eduardo Gomes;PSDB;12.363.1062.6374.0017;50000;TO;Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado de Tocantins;550000;550000;216735,89;67973,04;67104,04
M. da Educação;TO;Tocantins;01;26223;ETF - Palmas/TO;3429;34290002;Darci Coelho;PP;12.363.1062.6360.0002;100000;TO;Instrumental para Ensino e Pesquisa para as Instituições da Rede Federal de Educação Profissional - Aquisição de Equipamentos para os Cursos Técnicos - Estado do Tocantins;100000;100000;36115;0;0
M. da Educação;TO;Tocantins;01;26251;FUFTO;1202;12020001;Homero Barreto;PTB;12.364.1073.4008.0017;50000;TO;Acervo Bibliográfico destinado às Instituições Federais de Ensino Superior e Hospitais de Ensino - No Estado de Tocantins;620000;620000;299965,45;3476,9;3476,9
M. da Educação;TO;Tocantins;01;26251;FUFTO;1213;12130011;Ronaldo Dimas;PSDB;12.364.1073.4008.0017;20000;TO;Acervo Bibliográfico destinado às Instituições Federais de Ensino Superior e Hospitais de Ensino - No Estado de Tocantins;620000;620000;299965,45;3476,9;3476,9
M. da Educação;TO;Tocantins;01;26251;FUFTO;3429;34290001;Darci Coelho;PP;12.364.1073.4008.0017;50000;TO;Acervo Bibliográfico destinado às Instituições Federais de Ensino Superior e Hospitais de Ensino - No Estado de Tocantins;620000;620000;299965,45;3476,9;3476,9
M. da Educação;TO;Tocantins;01;26298;FNDE;1201;12010006;Eduardo Gomes;PSDB;12.367.1374.0511.0106;50000;TO;APOIO AO DESENVOLVIMENTO DA EDUCAÇÃO ESPECIAL - Em Municípios do Estado do Tocantins;150000;150000;99000;0;0
M. da Educação;TO;Tocantins;01;26298;FNDE;3507;35070002;Pastor Amarildo;PSC;12.367.1374.0511.0106;100000;TO;APOIO AO DESENVOLVIMENTO DA EDUCAÇÃO ESPECIAL - Em Municípios do Estado do Tocantins;150000;150000;99000;0;0
M. da Educação;TO;Tocantins;02;26251;FUFTO;2045;20450001;João Ribeiro;PFL;12.364.1073.4008.0017;100000;TO;Acervo Bibliográfico destinado às Instituições Federais de Ensino Superior e Hospitais de Ensino - No Estado de Tocantins;620000;620000;299965,45;3476,9;3476,9
M. da Educação;TO;Tocantins;02;26251;FUFTO;2323;23230001;Eduardo Siqueira Campos;PSDB;12.364.1073.4008.0017;100000;TO;Acervo Bibliográfico destinado às Instituições Federais de Ensino Superior e Hospitais de Ensino - No Estado de Tocantins;620000;620000;299965,45;3476,9;3476,9
M. da Educação;TO;Tocantins;02;26251;FUFTO;2323;23230008;Eduardo Siqueira Campos;PSDB;12.364.1073.1E21.0002;100000;TO;Implantação de Editora na Universidade Federal do Tocantins - Estado do Tocantins;100000;100000;0;0;0
M. da Educação;TO;Wanderlândia;01;26298;FNDE;1640;16400003;Osvaldo Reis;PMDB;12.367.1374.09EG.0006;40000;TO;Apoio à Distribuição de Equipamentos para a Educação Especial - APAE de Wanderlândia - TO;40000;40000;39600;0;0
